UserName;Embedded_text;Likes;ID
@ZainAsher;"#COVID19  conflict  and climate change are robbing students of quality schooling.

I spoke with director 
@YasmineSherif1
 of 
@EduCannotWait
 about solving #Africa’s education crisis.

cc 
@SvenjaSchulze68
3
46
70";46;post_1073
@PatrickSvitek;"TX primary season gold: In #TX38  Hunt didn't meet w/ Houston Chron edit board but got their endorsement. Ramsey did meet w/ edit board  and after they endorsed Hunt  he criticized Hunt over it  citing their line that Hunt ""acknowledges the importance of combating climate change""
4
21
56";21;post_1074
@ClimateBen;"2. It seems many climate and energy experts say climate change won't lead to human extinction within decades or centuries  without acknowledging that extinction threats to species come from a range of activities likely to be maintained in a 'green' growth  'clean' energy economy.
1
20
106";20;post_1075
@ClimateBen;"4. The near-term obliteration of 20%-50% of the species humans rely on for survival due to the activities of this growth economy would obviously be utterly horrific. 

""Will humans become extinct due to climate change?"" is a red herring.

References below:
2
19
88";19;post_1076
@arnestor;"“Climate change is more than statistics  it's more than data points. It's more than net-zero targets. It's about the people  it's about the people who are being impacted right now ”
-Vanessa Nakate 
@vanessa_vash
@GretaThunberg
@KHayhoe
@tveitdal
un.org
Vanessa Nakate: Climate change is about the people | United Nations
Vanessa Nakate started her journey as a climate activist in 2018. The climate crisis has been one of the greatest threats affecting the lives of many Ugandans - and she became increasingly aware and...
3
61
182";61;post_1077
@ProfTerryHughes;"From 2008: Koalas Under Threat From Climate Change
sciencedaily.com
Koalas Under Threat From Climate Change
New research shows increased temperatures and carbon dioxide levels are a threat to the Australian national icon  the koala. Biologists have been researching the effects of carbon dioxide increases...
2
9
12";9;post_1078
@__mike91;"want to know why changing individual behaviour won’t stop climate change?

here’s an example: fast fashion companies produce more carbon emissions than the populations of the uk  france  and germany combined.
2
7";2;post_1079
@BylinesEast;"Were you:
1  Dead-heading roses during a quick break in a cabinet meeting?
2. Raising money for disabled gardeners?
3. Consulting on horticultural aspects of climate change?

-- 
@WilHarvey3
 imagines the police questionnaire sent to Boris & Carrie
eastangliabylines.co.uk
Metropolitan Police Special Enquiry Team
Hot off the press – the email questionnaire from Operation Hillman leaked to us...
1
8
15";8;post_1080
@RussAlanWill;"Net zero while expanding O&G with government subsidies  if even possible  is an incredibly expensive and inefficient way to manage climate change.  I wonder about the future of this version of the LPC.
Quote Tweet
Joanne Thompson
@Joanne_NL
 · Feb 11
Today I am calling for united support of the Bay du Nord Development Project  along with my NL Caucus colleagues.

Make no mistake  we must drive towards net zero. But we must also protect the jobs + workers of today as we transition to a green economy.

See my full statement
Show this thread
1
1
16";1;post_1081
@ORNLBio_Env;"Melissa Allen-Dumas is shedding light on climate change  one neighborhood at a time  #WomenInSTEM
ornl.gov
Melissa Allen-Dumas: Breaking down climate change  one neighborhood at a time | ORNL
1
7
15";7;post_1082
@GardeningWell;"It’s got to stop. Who agrees with us?
Failing to show the urgency of the #ClimateEmergency   “balancing” climate reporting by including climate change denying crackpots  reporting on the cost of #ClimateAction but not the cost of inaction.  
@LeoDiCaprio
 @Janefonda
 @MarkRuffalo
GIF
ALT
1
5
15";5;post_1083
@Care2;"Climate Change is dehydrating and killing off a precious endangered species: the koala.

Sign the Petition:https://l8r.it/5xRN
12
12";12;post_1084
@Telvi_idk;"Replying to 
@swetac
Here's 
@GeraldKutney
's list of climate change influencers and scientists. I'd definitely recommend that you check it out.
List
·
541 Members
Friends of #ClimateBrawl
Gerald Kutney - a friend of #ClimateBrawl
@GeraldKutney
1
6
26";6;post_1085
@mario74000;"Replying to 
@Lukewearechange
Todays episode of joe rogan he had a scientist who has a different perspective on climate change I don’t agree with him but I respect the conversation we don’t need to cancel it just disagree respectfully.
10
6
153";6;post_1086
@EmilyAssembly;"Now through April  check out 
@theclimateclock
 at our Greenpoint office! It counts down the critical time window we have left to decarbonize our economy and prevent catastrophic climate change. It also displays the total % of global energy currently generated from renewables.
0:08
918 views
4
7
33";7;post_1087
@karatalaamalaka;"IMO most probable timeline etc:

1. Sindhu Sarasvati Civilization (SSC) declined due to Bronze Age climate change (Meghalaya)

2. Due to climate event  SSC cities declined  ppl died  survivors moved to towns & villages. Culture remained  but didn’t flourish after cities declined.
Quote Tweet
omar ali
@omarali50
 · Feb 11
The Dravidaryan Invasion Theory https://brownpundits.com/2022/02/10/16590/… A very impressive post from @TheEmissaryCo
3
2
17";2;post_1088
@sarahkaplan48;"covering climate change means I spend roughly 73.5 percent of my time converting numbers from celsius to fahrenheit
6
7
99";7;post_1089
@Aviation_Intel;"Army releases new plan to adapt to climate change but doesn't know how it will pay for it:
thedrive.com
Army Releases New Plan To Adapt To Climate Change But Doesn't Know How It Will Pay For It
The service has outlined wide-ranging plans for reducing its greenhouse gas emissions  but it remains unclear how exactly these plans will be enacted.
2
2
15";2;post_1090
@JoyceCarolOates;"so ironic  if this is true  that the very people ""panicking"" over losing their white majority by 2045 are people utterly indifferent to the climate change that may render US in 2045 obsolete.
Quote Tweet
Edward Elderman
@edwereddie
 · Feb 11
Replying to @tribelaw and @JoyceCarolOates
A cause of the rise of fascism&closet fascism in America might be panic over the burgeoning common knowledge that by 2045 the white race will be a minority in the US.
3
7
26";7;post_1091
@PolarInstitute;"What role can ecological design and systems thinking play in climate change policy? Read this profile on 
@PolarInstitute
 Senior Arctic Analyst 
@Marisol_Maddox
 to learn more 
1
10";1;post_1092
@veganuary;"“We are using this land in a way that creates a lot of pollution and a lot of problems that contribute to climate change.”
theguardian.com
US poultry giant Tyson using land ‘twice the size of New Jersey’ for animal feed  study says
Industrial farming: research by the Union of Concerned Scientists estimates huge amounts of land being used for feed crops
6
12";6;post_1093
@Empty_America;"This also goes to my observation that no one really seems all that confident in climate change as a practical matter.  

The pickings in Down East Maine are rich  and sell at a *major* discount vs. the South.
zillow.com
M40 L75 Lyons Rd LOT 75  Lubec  ME 04652 | Zillow
Zestimate® Home Value: $83 000. M40 L75 Lyons Rd LOT 75  Lubec  ME is a vacant land home. It contains 0 bedroom and 0 bathroom. The Rent Zestimate for this home is $1 500/mo  which has increased by...
1
2
13";2;post_1094
@AtifRMian;"What can be done about climate change?

Join fellow scientists 
@JRCPPF
 to discuss the challenge of net-zero 2050 and how we can get there

Feb 24-25

Register  to join via zoom
https://bit.ly/335utHu
2
12
35";12;post_1095
@UCPrezDrake;"Great news: all 10 
@UofCalifornia
 campuses & affiliated health systems have hit their goal of reducing greenhouse gas emissions to 1990 levels – and we’re not stopping there. Read more about how we’re addressing climate change through teaching & research: https://universityofcalifornia.edu/news/uc-greenhouse-gas-emissions-are-now-1990-levels-and-declining…
1
7
30";7;post_1096
@Reynolds19Anne;"Go 
@NRDCNY_Rich
! Op-Ed | New York must bolster direct sale of zero-emission vehicles to address climate change | amNewYork 
@GovKathyHochul
amny.com
Op-Ed | New York must bolster direct sale of zero-emission vehicles to address climate change |...
In New York  transportation is the largest source of greenhouse gases  responsible for more than 28% of statewide emissions. The problem has been exacerbated
1
2
9";2;post_1097
@thewarzonewire;"Army releases new plan to adapt to climate change but doesn't know how it will pay for it:
thedrive.com
Army Releases New Plan To Adapt To Climate Change But Doesn't Know How It Will Pay For It
The service has outlined wide-ranging plans for reducing its greenhouse gas emissions  but it remains unclear how exactly these plans will be enacted.
1
2
18";2;post_1098
